node_id,label,source_file,line,file_type,unique_degree,classification,evidence,confidence,recommended_action
backend_app_init,__init__.py,backend/app/__init__.py,L1,code,1,manual review,Weak connectivity is insufficient to establish non-use.,Unknown,Inspect source and route behavior.
backend_app_api_init,__init__.py,backend/app/api/__init__.py,L1,code,0,potentially unused,No graph neighbor or text reference found; manual review required.,Tentative,Manual review; never delete from graph evidence alone.
backend_app_api_routes_health,health(),backend/app/api/routes.py,L12,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_app_core_init_rationale_1,Core settings and infrastructure helpers.,backend/app/core/__init__.py,L1,rationale,1,manual review,Weak connectivity is insufficient to establish non-use.,Unknown,Inspect source and route behavior.
backend_app_core_init,__init__.py,backend/app/core/__init__.py,L1,code,1,manual review,Weak connectivity is insufficient to establish non-use.,Unknown,Inspect source and route behavior.
backend_app_core_config_settings_parse_cors_origins,.parse_cors_origins(),backend/app/core/config.py,L23,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_app_db_init_rationale_1,Database session and model metadata exports.,backend/app/db/__init__.py,L1,rationale,1,manual review,Weak connectivity is insufficient to establish non-use.,Unknown,Inspect source and route behavior.
backend_app_db_init,__init__.py,backend/app/db/__init__.py,L1,code,1,manual review,Weak connectivity is insufficient to establish non-use.,Unknown,Inspect source and route behavior.
backend_app_db_base,base.py,backend/app/db/base.py,L1,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_app_db_session,session.py,backend/app/db/session.py,L1,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_app_models_init,__init__.py,backend/app/models/__init__.py,L1,code,0,potentially unused,No graph neighbor or text reference found; manual review required.,Tentative,Manual review; never delete from graph evidence alone.
backend_app_models_admin_user,admin_user.py,backend/app/models/admin_user.py,L1,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_app_models_customer,customer.py,backend/app/models/customer.py,L1,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_app_models_lead,lead.py,backend/app/models/lead.py,L1,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
aws_sdk_client_dynamodb,@aws-sdk/client-dynamodb,backend/package.json,L14,concept,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
aws_sdk_lib_dynamodb,@aws-sdk/lib-dynamodb,backend/package.json,L15,concept,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_package_json_dotco_contracts,@dotco/contracts,backend/package.json,L16,concept,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
hono_node_server,@hono/node-server,backend/package.json,L17,concept,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
types_aws_lambda,@types/aws-lambda,backend/package.json,L23,concept,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_package_json_types_node,@types/node,backend/package.json,L24,concept,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
aws_jwt_verify,aws-jwt-verify,backend/package.json,L18,concept,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_package_scripts_build,build,backend/package.json,L8,code,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_package_scripts_dev,dev,backend/package.json,L7,code,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
hono,hono,backend/package.json,L19,concept,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_package_scripts_lint,lint,backend/package.json,L9,code,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_package_name,name,backend/package.json,L2,code,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_package_private,private,backend/package.json,L4,code,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_package_scripts_test,test,backend/package.json,L11,code,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_package_json_tsx,tsx,backend/package.json,L25,concept,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_package_type,type,backend/package.json,L5,code,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_package_scripts_typecheck,typecheck,backend/package.json,L10,code,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_package_json_typescript,typescript,backend/package.json,L26,concept,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_package_version,version,backend/package.json,L3,code,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_package_json_zod,zod,backend/package.json,L20,concept,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_src_tests_validation_test,validation.test.ts,backend/src/__tests__/validation.test.ts,L1,code,0,test fixture,Test runner discovery is outside app imports.,Confirmed,Keep if discovered by tests.
backend_src_auth_authorization_roleorder,roleOrder,backend/src/auth/authorization.ts,L3,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_auth_jwt_resetjwtverifierfortests,resetJwtVerifierForTests(),backend/src/auth/jwt.ts,L46,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_config_env_apienv,ApiEnv,backend/src/config/env.ts,L24,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_config_env_boolfromstring,boolFromString,backend/src/config/env.ts,L3,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_config_env_envschema,envSchema,backend/src/config/env.ts,L8,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_config_env_resetenvfortests,resetEnvForTests(),backend/src/config/env.ts,L40,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_errors_api_error_apierror_constructor,.constructor(),backend/src/errors/api-error.ts,L8,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_errors_api_error_badrequest,badRequest(),backend/src/errors/api-error.ts,L17,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_errors_api_error_conflict,conflict(),backend/src/errors/api-error.ts,L21,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_lambda_handler,handler,backend/src/lambda.ts,L4,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_local_port,port,backend/src/local.ts,L4,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_middleware_rate_limit_memory,memory,backend/src/middleware/rate-limit.ts,L5,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_observability_logger_redactedkeys,redactedKeys,backend/src/observability/logger.ts,L1,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_routes_content_journal,journal,backend/src/routes/content.ts,L10,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_routes_content_recipes,recipes,backend/src/routes/content.ts,L6,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_services_catalog_apiproduct,ApiProduct,backend/src/services/catalog.ts,L3,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_services_catalog_catalog,catalog,backend/src/services/catalog.ts,L13,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_services_marketing_localdiscounts,localDiscounts,backend/src/services/marketing.ts,L7,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_services_marketing_localnewsletter,localNewsletter,backend/src/services/marketing.ts,L6,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_services_pricing_prices,prices,backend/src/services/pricing.ts,L3,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_services_user_data_storedaddress,StoredAddress,backend/src/services/user-data.ts,L121,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_services_user_data_storedcart,StoredCart,backend/src/services/user-data.ts,L8,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_services_user_data_storedprofile,StoredProfile,backend/src/services/user-data.ts,L7,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_services_user_data_storedwishlist,StoredWishlist,backend/src/services/user-data.ts,L9,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_services_user_data_memory,memory,backend/src/services/user-data.ts,L20,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_services_user_data_savedfield,savedField,backend/src/services/user-data.ts,L96,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_utils_pagination_decodecursor,decodeCursor(),backend/src/utils/pagination.ts,L5,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_src_utils_pagination_encodecursor,encodeCursor(),backend/src/utils/pagination.ts,L1,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
backend_tsconfig_json_ref_es2022,ES2022,backend/tsconfig.json,L4,concept,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
ref_aws_lambda,aws-lambda,backend/tsconfig.json,L13,concept,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_tsconfig_compileroptions_exactoptionalpropertytypes,exactOptionalPropertyTypes,backend/tsconfig.json,L9,code,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_tsconfig_compileroptions_module,module,backend/tsconfig.json,L5,code,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_tsconfig_compileroptions_moduleresolution,moduleResolution,backend/tsconfig.json,L6,code,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_tsconfig_compileroptions_nouncheckedindexedaccess,noUncheckedIndexedAccess,backend/tsconfig.json,L8,code,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_tsconfig_json_ref_node,node,backend/tsconfig.json,L13,concept,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_tsconfig_compileroptions_outdir,outDir,backend/tsconfig.json,L11,code,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_tsconfig_compileroptions_rootdir,rootDir,backend/tsconfig.json,L12,code,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_tsconfig_compileroptions_skiplibcheck,skipLibCheck,backend/tsconfig.json,L10,code,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_tsconfig_json_ref_src_ts,src/**/*.ts,backend/tsconfig.json,L15,concept,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_tsconfig_compileroptions_strict,strict,backend/tsconfig.json,L7,code,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
backend_tsconfig_compileroptions_target,target,backend/tsconfig.json,L3,code,1,test/dev utility or config,"CI, migration, test, or configuration entry point.",Strong evidence,Check package scripts/CI invocation first.
components_schema,$schema,components.json,L2,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_tailwind_basecolor,baseColor,components.json,L9,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_aliases_components,components,components.json,L14,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_tailwind_config,config,components.json,L7,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_tailwind_css,css,components.json,L8,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_tailwind_cssvariables,cssVariables,components.json,L10,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_aliases_hooks,hooks,components.json,L18,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_iconlibrary,iconLibrary,components.json,L20,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_aliases_lib,lib,components.json,L17,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_tailwind_prefix,prefix,components.json,L11,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_rsc,rsc,components.json,L4,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_style,style,components.json,L3,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_tsx,tsx,components.json,L5,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_aliases_ui,ui,components.json,L16,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_aliases_utils,utils,components.json,L15,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_aboutjourney_steps,steps,components/AboutJourney.tsx,L10,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_brandimage_brandimageprops,BrandImageProps,components/BrandImage.tsx,L7,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_brandimage_aspectclass,aspectClass,components/BrandImage.tsx,L22,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
